ball_pos goalie_pos tackle_prob_l tackle_prob_r 
(-52, 0) (-52.5, 1) 0.0985207
(-52, 0) (-52.5, 1.5) 0.844962
(-52, 0) (-52.5, 4.5) 0.795265
(-52, 7) (-52.5, 2.5) 0.79968
(-52, 7) (-52.5, 5.5) 0.837643
(-52, 7) (-52.5, 6) 0.0690278
(-52, 8) (-52.5, 3.5) 0.801263
(-52, 8) (-52.5, 6.5) 0.825517
(-52, 8) (-52.5, 7) 0.0233253
(-52, 9) (-52.5, 4.5) 0.799396
(-52, 9) (-52.5, 7.5) 0.816319
(-52, 10) (-52.5, 2.5) 0.626352
(-52, 10) (-52.5, 5.5) 0.92249
(-52, 10) (-52.5, 8.5) 0.809184
(-52, 11) (-52.5, 3.5) 0.627215
(-52, 11) (-52.5, 6.5) 0.919621
(-52, 11) (-52.5, 9.5) 0.803516
(-52, 12) (-52.5, 1) 0.1591
(-52, 12) (-52.5, 1.5) 0.85889
(-52, 12) (-52.5, 7.5) 0.916892
(-52, 13) (-52.5, 2) 0.163974
(-52, 13) (-52.5, 2.5) 0.859875
(-52, 13) (-52.5, 8.5) 0.914381
(-52, 14) (-52.5, 3) 0.165535
(-52, 14) (-52.5, 3.5) 0.860032
(-52, 14) (-52.5, 9.5) 0.912103
(-52, 15) (-52.5, 1) 0.730341
(-52, 16) (-52.5, 2) 0.731216
(-52, 17) (-52.5, -0.5) 0.416937
(-52, 17) (-52.5, 0) 0.914282
(-52, 18) (-52.5, 0.5) 0.41865
(-52, 18) (-52.5, 1) 0.914616
(-52, 19) (-52.5, -1.5) 0.683658
(-52, 20) (-52.5, -0.5) 0.684545
(-51, 0) (-52.5, 1) 0.563606
(-51, 0) (-52.5, 4.5) 0.482344
(-51, 0) (-52, 1) 0.561193
(-51, 0) (-52, 4) 0.924322
(-51, 0) (-52, 4.5) 0.47964
(-51, 0) (-51.5, 1) 0.303791
(-51, 0) (-51.5, 1.5) 0.861294
(-51, 6) (-52.5, 1.5) 0.335229
(-51, 6) (-52.5, 2) 0.897235
(-51, 6) (-52.5, 5) 0.702888
(-51, 6) (-52, 1.5) 0.221579
(-51, 6) (-52, 2) 0.862978
(-51, 6) (-52, 5) 0.635362
(-51, 6) (-51.5, 2) 0.674788
(-51, 6) (-51.5, 4.5) 0.841732
(-51, 6) (-51.5, 5) 0.303165
(-51, 7) (-52.5, 2.5) 0.539281
(-51, 7) (-52.5, 5.5) 0.909044
(-51, 7) (-52.5, 6) 0.421051
(-51, 7) (-52, 2.5) 0.596892
(-51, 7) (-52, 6) 0.488356
(-51, 7) (-51.5, 2.5) 0.428061
(-51, 7) (-51.5, 3) 0.90023
(-51, 7) (-51.5, 5.5) 0.86933
(-51, 7) (-51.5, 6) 0.292228
(-51, 8) (-52.5, 3.5) 0.559745
(-51, 8) (-52.5, 6.5) 0.832306
(-51, 8) (-52.5, 7) 0.131564
(-51, 8) (-52, 3.5) 0.693406
(-51, 8) (-52, 6.5) 0.899446
(-51, 8) (-52, 7) 0.346857
