ball_pos goalie_pos 
(-51, 13) (-52, 5)
(-51, 13) (-52, 5.5)
(-51, 13) (-52, 6)
(-51, 13) (-52, 6.5)
(-51, 13) (-52, 7)
(-51, 13) (-52, 7.5)
(-51, 13) (-52, 8)
(-51, 13) (-52, 8.5)
(-51, 13) (-52, 9)
(-51, 13) (-52, 9.5)
(-51, 13) (-52, 10)
(-51, 13) (-52, 10.5)
(-51, 13) (-52, 11)
(-51, 13) (-51.5, 5.5)
(-51, 13) (-51.5, 6)
(-51, 13) (-51.5, 6.5)
(-51, 13) (-51.5, 7)
(-51, 13) (-51.5, 7.5)
(-51, 13) (-51.5, 8)
(-51, 13) (-51.5, 9)
(-51, 13) (-51.5, 9.5)
(-51, 13) (-51.5, 10)
(-51, 13) (-51.5, 10.5)
(-51, 13) (-51.5, 11)
(-51, 14) (-52.5, 4)
(-51, 14) (-52.5, 4.5)
(-51, 14) (-52.5, 5)
(-51, 14) (-52.5, 5.5)
(-51, 14) (-52.5, 6)
(-51, 14) (-52.5, 6.5)
(-51, 14) (-52.5, 7)
(-51, 14) (-52.5, 7.5)
(-51, 14) (-52.5, 8)
(-51, 14) (-52.5, 8.5)
(-51, 14) (-52.5, 9)
(-51, 14) (-52, 4)
(-51, 14) (-52, 4.5)
(-51, 14) (-52, 5)
(-51, 14) (-52, 5.5)
(-51, 14) (-52, 6)
(-51, 14) (-52, 6.5)
(-51, 14) (-52, 7)
(-51, 14) (-52, 7.5)
(-51, 14) (-52, 8)
(-51, 14) (-52, 8.5)
(-51, 14) (-52, 9)
(-51, 14) (-52, 9.5)
(-51, 14) (-52, 10)
(-51, 14) (-52, 10.5)
(-51, 14) (-52, 11)
(-51, 14) (-51.5, 6)
(-51, 14) (-51.5, 6.5)
(-51, 14) (-51.5, 7)
(-51, 14) (-51.5, 7.5)
(-51, 14) (-51.5, 8)
(-51, 14) (-51.5, 8.5)
(-51, 14) (-51.5, 9)
(-51, 14) (-51.5, 10)
(-51, 14) (-51.5, 10.5)
(-51, 14) (-51.5, 11)
(-51, 14) (-51.5, 11.5)
(-51, 14) (-51.5, 12)
(-51, 15) (-52.5, 1.5)
(-51, 15) (-52.5, 2)
(-51, 15) (-52.5, 2.5)
(-51, 15) (-52.5, 3)
(-51, 15) (-52.5, 3.5)
(-51, 15) (-52.5, 4)
(-51, 15) (-52.5, 4.5)
(-51, 15) (-52.5, 5)
(-51, 15) (-52.5, 5.5)
(-51, 15) (-52.5, 6)
(-51, 15) (-52.5, 6.5)
(-51, 15) (-52.5, 7)
(-51, 15) (-52.5, 7.5)
(-51, 15) (-52.5, 8)
(-51, 15) (-52.5, 8.5)
(-51, 15) (-52.5, 9)
(-51, 15) (-52.5, 9.5)
(-51, 15) (-52.5, 10)
(-51, 15) (-52, 1.5)
(-51, 15) (-52, 2)
(-51, 15) (-52, 2.5)
(-51, 15) (-52, 3)
(-51, 15) (-52, 3.5)
(-51, 15) (-52, 4)
(-51, 15) (-52, 4.5)
(-51, 15) (-52, 5)
(-51, 15) (-52, 5.5)
(-51, 15) (-52, 6)
(-51, 15) (-52, 6.5)
(-51, 15) (-52, 7)
(-51, 15) (-52, 7.5)
(-51, 15) (-52, 8)
(-51, 15) (-52, 8.5)
(-51, 15) (-52, 9)
(-51, 15) (-52, 9.5)
(-51, 15) (-52, 10)
(-51, 15) (-52, 10.5)
(-51, 15) (-52, 11)
(-51, 15) (-52, 11.5)
(-51, 15) (-51.5, 7)
(-51, 15) (-51.5, 7.5)
(-51, 15) (-51.5, 8)
(-51, 15) (-51.5, 8.5)
(-51, 15) (-51.5, 9)
(-51, 15) (-51.5, 9.5)
(-51, 15) (-51.5, 10)
(-51, 15) (-51.5, 10.5)
(-51, 15) (-51.5, 11)
(-51, 15) (-51.5, 11.5)
(-51, 15) (-51.5, 12)
(-51, 15) (-51.5, 12.5)
(-51, 15) (-51.5, 13)
(-51, 16) (-52.5, 2.5)
(-51, 16) (-52.5, 3)
(-51, 16) (-52.5, 3.5)
(-51, 16) (-52.5, 4)
(-51, 16) (-52.5, 4.5)
(-51, 16) (-52.5, 5)
(-51, 16) (-52.5, 5.5)
(-51, 16) (-52.5, 6)
(-51, 16) (-52.5, 6.5)
(-51, 16) (-52.5, 7)
(-51, 16) (-52.5, 7.5)
(-51, 16) (-52.5, 8)
(-51, 16) (-52.5, 8.5)
(-51, 16) (-52.5, 9)
(-51, 16) (-52.5, 9.5)
(-51, 16) (-52.5, 10)
(-51, 16) (-52, 2.5)
(-51, 16) (-52, 3)
(-51, 16) (-52, 3.5)
(-51, 16) (-52, 4)
(-51, 16) (-52, 4.5)
(-51, 16) (-52, 5)
(-51, 16) (-52, 5.5)
(-51, 16) (-52, 6)
(-51, 16) (-52, 6.5)
(-51, 16) (-52, 7)
(-51, 16) (-52, 7.5)
(-51, 16) (-52, 8)
(-51, 16) (-52, 8.5)
(-51, 16) (-52, 9)
(-51, 16) (-52, 9.5)
(-51, 16) (-52, 10)
(-51, 16) (-52, 10.5)
(-51, 16) (-52, 11)
(-51, 16) (-52, 12)
(-51, 16) (-51.5, 7.5)
(-51, 16) (-51.5, 8)
(-51, 16) (-51.5, 8.5)
(-51, 16) (-51.5, 9)
(-51, 16) (-51.5, 9.5)
(-51, 16) (-51.5, 10)
(-51, 16) (-51.5, 10.5)
(-51, 16) (-51.5, 11)
(-51, 16) (-51.5, 11.5)
(-51, 16) (-51.5, 12)
(-51, 16) (-51.5, 12.5)
(-51, 16) (-51.5, 13)
(-51, 16) (-51.5, 13.5)
(-51, 16) (-51.5, 14)
(-51, 17) (-52.5, 0.5)
(-51, 17) (-52.5, 1)
(-51, 17) (-52.5, 1.5)
(-51, 17) (-52.5, 2)
(-51, 17) (-52.5, 2.5)
(-51, 17) (-52.5, 3)
(-51, 17) (-52.5, 3.5)
(-51, 17) (-52.5, 4)
(-51, 17) (-52.5, 4.5)
(-51, 17) (-52.5, 5)
(-51, 17) (-52.5, 5.5)
(-51, 17) (-52.5, 6)
(-51, 17) (-52.5, 6.5)
(-51, 17) (-52.5, 7)
(-51, 17) (-52.5, 7.5)
(-51, 17) (-52.5, 8)
(-51, 17) (-52.5, 8.5)
(-51, 17) (-52.5, 9)
(-51, 17) (-52.5, 9.5)
(-51, 17) (-52.5, 10)
(-51, 17) (-52, 0.5)
(-51, 17) (-52, 1)
(-51, 17) (-52, 1.5)
(-51, 17) (-52, 2)
(-51, 17) (-52, 2.5)
(-51, 17) (-52, 3)
(-51, 17) (-52, 3.5)
(-51, 17) (-52, 4)
(-51, 17) (-52, 4.5)
(-51, 17) (-52, 5)
(-51, 17) (-52, 5.5)
(-51, 17) (-52, 6)
(-51, 17) (-52, 6.5)
(-51, 17) (-52, 7)
(-51, 17) (-52, 7.5)
(-51, 17) (-52, 8)
(-51, 17) (-52, 8.5)
(-51, 17) (-52, 9)
(-51, 17) (-52, 9.5)
(-51, 17) (-52, 10)
(-51, 17) (-52, 10.5)
(-51, 17) (-52, 11)
(-51, 17) (-52, 11.5)
(-51, 17) (-52, 12)
(-51, 17) (-51.5, 8)
(-51, 17) (-51.5, 8.5)
(-51, 17) (-51.5, 9)
(-51, 17) (-51.5, 9.5)
(-51, 17) (-51.5, 10)
(-51, 17) (-51.5, 10.5)
(-51, 17) (-51.5, 11)
(-51, 17) (-51.5, 11.5)
(-51, 17) (-51.5, 12)
(-51, 17) (-51.5, 12.5)
(-51, 17) (-51.5, 13)
(-51, 17) (-51.5, 13.5)
(-51, 17) (-51.5, 14)
(-51, 17) (-51.5, 14.5)
(-51, 18) (-52.5, 1.5)
(-51, 18) (-52.5, 2)
(-51, 18) (-52.5, 2.5)
(-51, 18) (-52.5, 3)
(-51, 18) (-52.5, 3.5)
(-51, 18) (-52.5, 4)
(-51, 18) (-52.5, 4.5)
(-51, 18) (-52.5, 5)
(-51, 18) (-52.5, 5.5)
(-51, 18) (-52.5, 6)
(-51, 18) (-52.5, 6.5)
(-51, 18) (-52.5, 7)
(-51, 18) (-52.5, 7.5)
(-51, 18) (-52.5, 8)
(-51, 18) (-52.5, 8.5)
(-51, 18) (-52.5, 9)
(-51, 18) (-52.5, 9.5)
(-51, 18) (-52.5, 10)
(-51, 18) (-52, 1.5)
(-51, 18) (-52, 2)
(-51, 18) (-52, 2.5)
(-51, 18) (-52, 3)
(-51, 18) (-52, 3.5)
(-51, 18) (-52, 4)
(-51, 18) (-52, 4.5)
(-51, 18) (-52, 5)
(-51, 18) (-52, 5.5)
(-51, 18) (-52, 6)
(-51, 18) (-52, 6.5)
(-51, 18) (-52, 7)
(-51, 18) (-52, 7.5)
(-51, 18) (-52, 8)
(-51, 18) (-52, 8.5)
(-51, 18) (-52, 9)
(-51, 18) (-52, 9.5)
(-51, 18) (-52, 10)
(-51, 18) (-52, 10.5)
(-51, 18) (-52, 11)
(-51, 18) (-52, 11.5)
(-51, 18) (-52, 12)
(-51, 18) (-52, 12.5)
(-51, 18) (-51.5, 9)
(-51, 18) (-51.5, 9.5)
(-51, 18) (-51.5, 10)
(-51, 18) (-51.5, 10.5)
(-51, 18) (-51.5, 11)
(-51, 18) (-51.5, 11.5)
(-51, 18) (-51.5, 12)
(-51, 18) (-51.5, 12.5)
(-51, 18) (-51.5, 13)
(-51, 18) (-51.5, 13.5)
(-51, 18) (-51.5, 14)
(-51, 18) (-51.5, 14.5)
(-51, 18) (-51.5, 15)
(-51, 19) (-52.5, -1)
(-51, 19) (-52.5, -0.5)
(-51, 19) (-52.5, 0)
(-51, 19) (-52.5, 0.5)
(-51, 19) (-52.5, 1)
(-51, 19) (-52.5, 1.5)
(-51, 19) (-52.5, 2)
(-51, 19) (-52.5, 2.5)
(-51, 19) (-52.5, 3)
(-51, 19) (-52.5, 3.5)
(-51, 19) (-52.5, 4)
(-51, 19) (-52.5, 4.5)
(-51, 19) (-52.5, 5)
(-51, 19) (-52.5, 5.5)
(-51, 19) (-52.5, 6)
(-51, 19) (-52.5, 6.5)
(-51, 19) (-52.5, 7)
(-51, 19) (-52.5, 7.5)
(-51, 19) (-52.5, 8)
(-51, 19) (-52.5, 8.5)
(-51, 19) (-52.5, 9)
(-51, 19) (-52.5, 9.5)
(-51, 19) (-52.5, 10)
(-51, 19) (-52, 0)
(-51, 19) (-52, 0.5)
(-51, 19) (-52, 1)
(-51, 19) (-52, 1.5)
(-51, 19) (-52, 2)
(-51, 19) (-52, 2.5)
(-51, 19) (-52, 3)
(-51, 19) (-52, 3.5)
(-51, 19) (-52, 4)
(-51, 19) (-52, 4.5)
(-51, 19) (-52, 5)
(-51, 19) (-52, 5.5)
(-51, 19) (-52, 6)
(-51, 19) (-52, 6.5)
(-51, 19) (-52, 7)
(-51, 19) (-52, 7.5)
(-51, 19) (-52, 8)
(-51, 19) (-52, 8.5)
(-51, 19) (-52, 9)
(-51, 19) (-52, 9.5)
(-51, 19) (-52, 10)
(-51, 19) (-52, 10.5)
(-51, 19) (-52, 11)
(-51, 19) (-52, 11.5)
(-51, 19) (-52, 12)
(-51, 19) (-52, 12.5)
(-51, 19) (-52, 13)
(-51, 19) (-51.5, 9.5)
(-51, 19) (-51.5, 10)
(-51, 19) (-51.5, 10.5)
(-51, 19) (-51.5, 11)
(-51, 19) (-51.5, 11.5)
(-51, 19) (-51.5, 12)
(-51, 19) (-51.5, 12.5)
(-51, 19) (-51.5, 13)
(-51, 19) (-51.5, 13.5)
(-51, 19) (-51.5, 14)
(-51, 19) (-51.5, 14.5)
(-51, 19) (-51.5, 15)
(-51, 19) (-51.5, 15.5)
(-51, 19) (-51.5, 16)
(-51, 20) (-52.5, 0)
(-51, 20) (-52.5, 0.5)
(-51, 20) (-52.5, 1)
(-51, 20) (-52.5, 1.5)
(-51, 20) (-52.5, 2)
(-51, 20) (-52.5, 2.5)
(-51, 20) (-52.5, 3)
(-51, 20) (-52.5, 3.5)
(-51, 20) (-52.5, 4)
(-51, 20) (-52.5, 4.5)
(-51, 20) (-52.5, 5)
(-51, 20) (-52.5, 5.5)
(-51, 20) (-52.5, 6)
(-51, 20) (-52.5, 6.5)
(-51, 20) (-52.5, 7)
(-51, 20) (-52.5, 7.5)
(-51, 20) (-52.5, 8)
(-51, 20) (-52.5, 8.5)
(-51, 20) (-52.5, 9)
(-51, 20) (-52.5, 9.5)
(-51, 20) (-52.5, 10)
(-51, 20) (-52, 0)
(-51, 20) (-52, 0.5)
(-51, 20) (-52, 1)
(-51, 20) (-52, 1.5)
(-51, 20) (-52, 2)
(-51, 20) (-52, 2.5)
(-51, 20) (-52, 3)
(-51, 20) (-52, 3.5)
(-51, 20) (-52, 4)
(-51, 20) (-52, 4.5)
(-51, 20) (-52, 5)
(-51, 20) (-52, 5.5)
(-51, 20) (-52, 6)
(-51, 20) (-52, 6.5)
(-51, 20) (-52, 7)
(-51, 20) (-52, 7.5)
(-51, 20) (-52, 8)
(-51, 20) (-52, 8.5)
(-51, 20) (-52, 9)
(-51, 20) (-52, 9.5)
(-51, 20) (-52, 10)
(-51, 20) (-52, 10.5)
(-51, 20) (-52, 11)
(-51, 20) (-52, 11.5)
(-51, 20) (-52, 12)
(-51, 20) (-52, 12.5)
(-51, 20) (-52, 13)
