ball_pos goalie_pos tackle_prob_l tackle_prob_r 
(-52, 0) (-52.5, -4.5) 0.795265
(-52, 0) (-52.5, -1.5) 0.844962
(-52, 0) (-52.5, -1) 0.0985207
(-52, 1) (-52.5, -3.5) 0.801236
(-52, 1) (-52.5, -0.5) 0.831029
(-52, 1) (-52.5, 0) 0.0436854
(-52, 2) (-52.5, -2.5) 0.800508
(-52, 2) (-52.5, 0.5) 0.820521
(-52, 2) (-52.5, 1) 0.00537757
(-52, 3) (-52.5, -4.5) 0.624322
(-52, 3) (-52.5, -1.5) 0.923883
(-52, 3) (-52.5, 1.5) 0.812465
(-52, 4) (-52.5, -3.5) 0.627205
(-52, 4) (-52.5, -0.5) 0.921019
(-52, 4) (-52.5, 2.5) 0.806138
(-52, 5) (-52.5, -2.5) 0.626663
(-52, 5) (-52.5, 0.5) 0.918204
(-52, 5) (-52.5, 3.5) 0.801056
(-52, 6) (-52.5, -5) 0.162124
(-52, 6) (-52.5, -4.5) 0.859528
(-52, 6) (-52.5, 1.5) 0.915582
(-52, 6) (-52.5, 4.5) 0.796893
(-52, 7) (-52.5, -4) 0.165076
(-52, 7) (-52.5, -3.5) 0.860031
(-52, 7) (-52.5, 2.5) 0.913191
(-52, 7) (-52.5, 5.5) 0.793422
(-52, 8) (-52.5, -6) 0.729611
(-52, 8) (-52.5, 3.5) 0.911028
(-52, 8) (-52.5, 6.5) 0.790488
(-52, 9) (-52.5, -5) 0.730875
(-52, 9) (-52.5, 4.5) 0.909075
(-52, 9) (-52.5, 7.5) 0.787976
(-52, 10) (-52.5, -4) 0.731426
(-52, 10) (-52.5, 5.5) 0.907311
(-52, 10) (-52.5, 8.5) 0.785801
(-52, 11) (-52.5, -6.5) 0.417921
(-52, 11) (-52.5, -6) 0.914476
(-52, 11) (-52.5, 6.5) 0.905714
(-52, 11) (-52.5, 9.5) 0.7839
(-52, 12) (-52.5, -5.5) 0.419221
(-52, 12) (-52.5, -5) 0.914721
(-52, 12) (-52.5, 7.5) 0.904265
(-52, 13) (-52.5, -7.5) 0.684157
(-52, 13) (-52.5, 8.5) 0.902945
(-52, 14) (-52.5, -6.5) 0.684868
(-52, 14) (-52.5, 9.5) 0.90174
(-52, 15) (-52.5, -8.5) 0.747211
(-52, 16) (-52.5, -7.5) 0.747721
(-52, 17) (-52.5, -9.5) 0.686585
(-52, 18) (-52.5, -8.5) 0.687098
(-52, 19) (-52.5, -10) 0.917072
(-51, 0) (-52.5, -4.5) 0.482344
(-51, 0) (-52.5, -1) 0.563606
(-51, 0) (-52, -4.5) 0.47964
(-51, 0) (-52, -4) 0.924322
(-51, 0) (-52, -1) 0.561193
(-51, 0) (-51.5, -1.5) 0.861294
(-51, 0) (-51.5, -1) 0.303791
(-51, 1) (-52.5, -3.5) 0.55942
(-51, 1) (-52.5, -0.5) 0.871264
(-51, 1) (-52.5, 0) 0.271564
(-51, 1) (-52, -3.5) 0.660255
(-51, 1) (-52, -0.5) 0.913774
(-51, 1) (-52, 0) 0.414418
(-51, 1) (-51.5, -0.5) 0.872249
(-51, 1) (-51.5, 0) 0.274696
(-51, 2) (-52.5, -2.5) 0.549367
(-51, 2) (-52.5, -2) 0.923037
(-51, 2) (-52.5, 0.5) 0.790588
(-51, 2) (-52, -2.5) 0.712467
(-51, 2) (-52, 0.5) 0.884359
(-51, 2) (-52, 1) 0.280938
(-51, 2) (-51.5, 0.5) 0.870786
(-51, 2) (-51.5, 1) 0.235819
(-51, 3) (-52.5, -4.5) 0.381703
(-51, 3) (-52.5, -4) 0.906234
(-51, 3) (-52.5, -1) 0.906899
(-51, 3) (-52.5, 1.5) 0.709434
(-51, 3) (-52, -4.5) 0.321494
(-51, 3) (-52, -4) 0.888641
(-51, 3) (-52, 1.5) 0.855513
(-51, 3) (-52, 2) 0.165272
(-51, 3) (-51.5, 1.5) 0.865675
(-51, 3) (-51.5, 2) 0.198343
(-51, 4) (-52.5, -3.5) 0.414993
(-51, 4) (-52.5, -3) 0.909655
(-51, 4) (-52.5, 0) 0.88857
(-51, 4) (-52.5, 2.5) 0.632876
(-51, 4) (-52, -3.5) 0.451764
(-51, 4) (-52, -3) 0.920044
(-51, 4) (-52, 2.5) 0.828682
(-51, 4) (-52, 3) 0.0663931
(-51, 4) (-51.5, -0.5) 0.893014
(-51, 4) (-51.5, 2.5) 0.859596
(-51, 4) (-51.5, 3) 0.164864
(-51, 5) (-52.5, -2.5) 0.408679
(-51, 5) (-52.5, -2) 0.903673
(-51, 5) (-52.5, 0.5) 0.921214
(-51, 5) (-52.5, 1) 0.869746
(-51, 5) (-52.5, 3) 0.903565
(-51, 5) (-52.5, 3.5) 0.562766
(-51, 5) (-52, -2.5) 0.512609
(-51, 5) (-52, 3.5) 0.804303
(-51, 5) (-51.5, 0.5) 0.909512
(-51, 5) (-51.5, 3.5) 0.8535
(-51, 5) (-51.5, 4) 0.135618
(-51, 6) (-52.5, -4.5) 0.78896
(-51, 6) (-52.5, 1.5) 0.897213
(-51, 6) (-52.5, 2) 0.851279
(-51, 6) (-52.5, 4) 0.881505
(-51, 6) (-52.5, 4.5) 0.499412
(-51, 6) (-52, -4.5) 0.768124
(-51, 6) (-52, 4.5) 0.782374
(-51, 6) (-51.5, 1.5) 0.918257
(-51, 6) (-51.5, 4.5) 0.847734
(-51, 6) (-51.5, 5) 0.110192
(-51, 7) (-52.5, -3.5) 0.794775
(-51, 7) (-52.5, 2.5) 0.871802
(-51, 7) (-52.5, 3) 0.833597
(-51, 7) (-52.5, 5) 0.860651
(-51, 7) (-52.5, 5.5) 0.442462
(-51, 7) (-52, -3.5) 0.799247
(-51, 7) (-52, 5.5) 0.762714
(-51, 7) (-51.5, 2.5) 0.923021
(-51, 7) (-51.5, 5.5) 0.842411
(-51, 7) (-51.5, 6) 0.0880447
(-51, 8) (-52.5, -6) 0.630824
(-51, 8) (-52.5, 3.5) 0.845814
(-51, 8) (-52.5, 4) 0.816897
(-51, 8) (-52.5, 6) 0.841172
(-51, 8) (-52.5, 6.5) 0.391318
(-51, 8) (-52, 6.5) 0.745086
(-51, 8) (-51.5, 6.5) 0.83755
(-51, 8) (-51.5, 7) 0.0686643
(-51, 9) (-52.5, -5) 0.644689
(-51, 9) (-52.5, 4.5) 0.81984
(-51, 9) (-52.5, 5) 0.801245
(-51, 9) (-52.5, 7) 0.823097
(-51, 9) (-52.5, 7.5) 0.345328
(-51, 9) (-52, 4.5) 0.921013
(-51, 9) (-52, 7.5) 0.72925
(-51, 9) (-51.5, 7.5) 0.833127
(-51, 9) (-51.5, 8) 0.0516092
(-51, 10) (-52.5, -7.5) 0.256545
(-51, 10) (-52.5, -7) 0.880531
(-51, 10) (-52.5, 5.5) 0.794286
(-51, 10) (-52.5, 6) 0.786638
(-51, 10) (-52.5, 8) 0.806377
(-51, 10) (-52.5, 8.5) 0.303871
(-51, 10) (-52, 5.5) 0.913982
(-51, 10) (-52, 8.5) 0.71498
(-51, 10) (-51.5, 8.5) 0.829106
(-51, 10) (-51.5, 9) 0.0365121
(-51, 11) (-52.5, -6.5) 0.279613
(-51, 11) (-52.5, -6) 0.885447
(-51, 11) (-52.5, 6.5) 0.769416
(-51, 11) (-52.5, 7) 0.773035
(-51, 11) (-52.5, 9) 0.79093
(-51, 11) (-52.5, 9.5) 0.266385
(-51, 11) (-52, 6.5) 0.907056
(-51, 11) (-52, 9.5) 0.702081
(-51, 11) (-51.5, 9.5) 0.825447
(-51, 11) (-51.5, 10) 0.0230711
(-51, 12) (-52.5, -5.5) 0.293095
(-51, 12) (-52.5, -5) 0.888143
(-51, 12) (-52.5, 7.5) 0.745394
(-51, 12) (-52.5, 8) 0.760378
(-51, 12) (-52.5, 8.5) 0.920482
(-51, 12) (-52.5, 9.5) 0.924409
(-51, 12) (-52.5, 10) 0.776659
(-51, 12) (-52, 7.5) 0.900305
(-51, 12) (-52, 10.5) 0.690379
(-51, 12) (-51.5, 10.5) 0.82211
(-51, 12) (-51.5, 11) 0.0110387
(-51, 13) (-52.5, -7.5) 0.610368
(-51, 13) (-52.5, 8.5) 0.722314
(-51, 13) (-52.5, 9) 0.7486
(-51, 13) (-52.5, 9.5) 0.914548
(-51, 13) (-52, 8.5) 0.89377
(-51, 13) (-51.5, 11.5) 0.81906
(-51, 13) (-51.5, 12) 0.000211686
(-51, 14) (-52.5, -6.5) 0.617775
(-51, 14) (-52.5, 9.5) 0.700217
(-51, 14) (-52.5, 10) 0.737631
(-51, 14) (-52, 9.5) 0.887474
(-51, 14) (-51.5, 12.5) 0.816265
(-51, 15) (-52.5, -8.5) 0.69257
(-51, 15) (-52, 10.5) 0.88143
(-51, 15) (-51.5, 10.5) 0.924351
(-51, 16) (-52.5, -7.5) 0.697843
(-51, 16) (-52, 11.5) 0.87564
(-51, 16) (-51.5, 11.5) 0.923424
(-51, 17) (-52.5, -9.5) 0.628228
(-51, 17) (-51.5, 12.5) 0.922471
(-51, 18) (-52.5, -8.5) 0.633454
(-51, 18) (-51.5, 13.5) 0.921509
(-51, 19) (-52.5, -10) 0.899413
(-51, 19) (-51.5, 14.5) 0.92055
(-51, 20) (-51.5, 15.5) 0.919602
(-50, 0) (-52.5, -4) 0.543764
(-50, 0) (-52.5, -3.5) 0.922069
(-50, 0) (-52.5, -1) 0.795998
(-50, 0) (-52.5, -0.5) 0.011995
(-50, 0) (-52, -4) 0.707014
(-50, 0) (-52, -1) 0.887308
(-50, 0) (-52, -0.5) 0.294254
(-50, 0) (-51.5, -4) 0.680665
(-50, 0) (-51.5, -1) 0.873221
(-50, 0) (-51.5, -0.5) 0.247253
(-50, 0) (-51, -4) 0.43263
(-50, 0) (-51, -3.5) 0.8858
(-50, 0) (-51, -1) 0.729534
(-50, 0) (-50.5, -2) 0.891858
(-50, 0) (-50.5, -1.5) 0.745478
(-50, 0) (-50.5, -1) 0.231315
(-50, 1) (-52.5, -3) 0.595321
(-50, 1) (-52.5, -2.5) 0.909594
(-50, 1) (-52.5, -0.5) 0.846528
(-50, 1) (-52.5, 0) 0.342533
(-50, 1) (-52, -3.5) 0.0789608
(-50, 1) (-52, -3) 0.827097
(-50, 1) (-52, 0) 0.675791
(-50, 1) (-51.5, -3.5) 0.232965
(-50, 1) (-51.5, -3) 0.875349
(-50, 1) (-51.5, 0) 0.750656
(-50, 1) (-51, -3) 0.817748
(-50, 1) (-51, 0) 0.661621
(-50, 1) (-50.5, -0.5) 0.828927
(-50, 1) (-50.5, 0) 0.296752
(-50, 2) (-52.5, -2) 0.519244
(-50, 2) (-52.5, -1.5) 0.856822
(-50, 2) (-52.5, 0) 0.880583
(-50, 2) (-52.5, 0.5) 0.607445
(-50, 2) (-52, -2.5) 0.199995
(-50, 2) (-52, -2) 0.839822
(-50, 2) (-52, 0.5) 0.880972
(-50, 2) (-52, 1) 0.371302
(-50, 2) (-51.5, -2.5) 0.462593
(-50, 2) (-51.5, -2) 0.921716
(-50, 2) (-51.5, 1) 0.59252
(-50, 2) (-51, -2.5) 0.443127
(-50, 2) (-51, -2) 0.916269
(-50, 2) (-51, 1) 0.576315
(-50, 2) (-50.5, 0.5) 0.858574
(-50, 2) (-50.5, 1) 0.305033
(-50, 3) (-52.5, -4) 0.705336
