#10 (8.4,-3.4)                    
20 qid:201507111526110023 1:8.40965 2:3.40213 3:4.40526 4:0 5:0.336696 6:11.7643 7:4.40213 8:1.55627e-05 9:6 10:-1.95583 11:10.6355 12:12.6398 13:7.23342 14:145.091 15:9.40965 16:9.40965 17:3.90752 18:49.7196 19:107.72 20:0
#5 (5.4,-3.4)                    
10 qid:201507111526110023 1:5.40965 2:3.40213 3:4.28422 4:0 5:0.343775 6:9.05215 7:4.40213 8:0.00142855 9:6.7082 10:-1.95583 11:10.6355 12:10.3234 13:7.23342 14:135.518 15:9.40965 16:9.40965 17:2.25808 18:97.2988 19:155.299 20:0
#7 (8.4,-12.4)                    
9 qid:201507111526110023 1:8.40965 2:12.4021 3:3.42086 4:0 5:0.569034 6:8.40897 7:8.36787 8:0.00349388 9:3 10:-1.95583 11:10.6355 12:10.5149 13:1.76658 14:170.328 15:9.40965 16:9.40965 17:7.46827 18:66.257 19:8.25695 20:0
#4 (5.4,-6.4)                    
8 qid:201507111526110023 1:5.40965 2:6.40213 3:4.55585 4:1 5:0.21038 6:10.833 7:7.40213 8:0.000151959 9:4.24264 10:-1.95583 11:10.6355 12:8.49542 13:4.23342 14:150.111 15:9.40965 16:9.40965 17:0.775268 18:169.194 19:132.806 20:0
#3 (5.4,-9.4)                    
7 qid:201507111526110023 1:5.40965 2:9.40213 3:4.76416 4:1 5:0.223698 6:10.3698 7:0.562131 8:0.000194803 9:3 10:-1.95583 11:10.6355 12:7.46805 13:1.23342 14:170.494 15:9.40965 16:9.40965 17:3.75542 18:97.6696 19:39.6696 20:0
#9 (8.4,-6.4)                    
6 qid:201507111526110023 1:8.40965 2:6.40213 3:1.82968 4:1 5:0.774249 6:13.1838 7:7.40213 8:1.20866e-06 9:3 10:-1.95583 11:10.6355 12:11.1967 13:4.23342 14:157.784 15:9.40965 16:9.40965 17:3.2819 18:1.65227 19:59.6523 20:1
#8 (8.4,-9.4)                    
5 qid:201507111526110023 1:8.40965 2:9.40213 3:2.29982 4:0 5:0.723236 6:11.3982 7:11.3679 8:3.12662e-05 9:0 10:-1.95583 11:10.6355 12:10.4386 13:1.23342 14:173.214 15:9.40965 16:9.40965 17:4.92676 18:48.2978 19:9.70222 20:1
#6 (8.4,-15.4)                    
3 qid:201507111526110023 1:8.40965 2:15.4021 3:2.61775 4:0 5:0.679379 6:5.43171 7:5.36787 8:0.094394 9:6 10:-1.95583 11:10.6355 12:11.4089 13:4.76658 14:155.305 15:9.40965 16:9.40965 17:10.2605 18:73.7217 19:15.7217 20:0
#2 (5.4,-12.4)                    
2 qid:201507111526110023 1:5.40965 2:12.4021 3:4.37641 4:0 5:0.506348 6:9.20287 7:8.36787 8:0.00125856 9:4.24264 10:-1.95583 11:10.6355 12:7.57438 13:1.76658 14:166.513 15:9.40965 16:9.40965 17:6.75317 18:93.8033 19:35.8033 20:0
#1 (5.4,-15.4)                    
1 qid:201507111526110023 1:5.40965 2:15.4021 3:2.76647 4:0 5:0.932955 6:6.59436 7:5.36787 8:0.0308607 9:6.7082 10:-1.95583 11:10.6355 12:8.77329 13:4.76658 14:147.091 15:9.40965 16:9.40965 17:9.7523 18:92.527 19:34.527 20:0
