#15 (15.5,2.7)                    
20 qid:201507131533110056 1:15.5346 2:2.72367 3:8.09693 4:0 5:0.00532892 6:3.96533 7:0.818404 8:0.284248 9:6.7082 10:3.33513 11:8.01393 12:16.2518 13:10.7376 14:138.647 15:21.6636 16:21.6636 17:14.9091 18:85.5324 19:10.4676 20:0
#10 (12.5,2.7)                    
19 qid:201507131533110056 1:12.5346 2:2.72367 3:8.47657 4:0 5:0.0032943 6:1.20171 7:0.818404 8:0.890896 9:6 10:3.33513 11:8.01393 12:14.1395 13:10.7376 14:130.588 15:21.6636 16:21.6636 17:14.9903 18:97.3186 19:1.3186 20:0
#8 (12.5,-3.3)                    
18 qid:201507131533110056 1:12.5346 2:3.27633 3:7.38837 4:1 5:0.0140722 6:5.25578 7:5.1816 8:0.110381 9:0 10:3.33513 11:8.01393 12:10.3477 13:4.7376 14:152.752 15:21.6636 16:21.6636 17:9.07106 18:102.344 19:6.34428 20:0
#7 (12.5,-6.3)                    
17 qid:201507131533110056 1:12.5346 2:6.27633 3:7.07185 4:0 5:0.0213276 6:8.22878 7:8.1816 8:0.00606191 9:3 10:3.33513 11:8.01393 12:9.36208 13:1.7376 14:169.304 15:21.6636 16:21.6636 17:6.17018 18:108.661 19:12.6605 20:0
#12 (15.5,-6.3)                    
16 qid:201507131533110056 1:15.5346 2:6.27633 3:5.08511 4:0 5:0.130087 6:9.05498 7:8.1816 8:0.00142835 9:4.24264 10:3.33513 11:8.01393 12:12.3225 13:1.7376 14:171.894 15:21.6636 16:21.6636 17:5.9702 18:78.3901 19:17.6099 20:0
#9 (12.5,-0.3)                    
15 qid:201507131533110056 1:12.5346 2:0.276334 3:7.36343 4:1 5:0.0134347 6:2.35238 7:2.1816 8:0.642368 9:3 10:3.33513 11:8.01393 12:12.0208 13:7.7376 14:139.933 15:21.6636 16:21.6636 17:12.0207 18:99.1947 19:3.19471 20:0
#13 (15.5,-3.3)                    
14 qid:201507131533110056 1:15.5346 2:3.27633 3:7.10935 4:1 5:0.0251232 6:6.47325 7:5.1816 8:0.0350102 9:3 10:3.33513 11:8.01393 12:13.087 13:4.7376 14:158.777 15:21.6636 16:21.6636 17:8.93624 18:82.4165 19:13.5835 20:0
#14 (15.5,-0.3)                    
13 qid:201507131533110056 1:15.5346 2:0.276334 3:7.00368 4:1 5:0.0200606 6:4.45123 7:2.1816 8:0.204933 9:4.24264 10:3.33513 11:8.01393 12:14.4463 13:7.7376 14:147.615 15:21.6636 16:21.6636 17:11.9193 18:84.3759 19:11.6241 20:0
#6 (12.5,-9.3)                    
12 qid:201507131533110056 1:12.5346 2:9.27633 3:5.70342 4:0 5:0.0759314 6:8.95793 7:7.71367 8:0.0025861 9:6 10:3.33513 11:8.01393 12:9.28563 13:1.2624 14:172.186 15:21.6636 16:21.6636 17:3.44354 18:126.474 19:30.4735 20:0
#11 (15.5,-9.3)                    
11 qid:201507131533110056 1:15.5346 2:9.27633 3:2.89419 4:0 5:0.511875 6:10.7968 7:7.71367 8:0.000108707 9:6.7082 10:3.33513 11:8.01393 12:12.2646 13:1.2624 14:174.092 15:21.6636 16:21.6636 17:3.07085 18:65.7853 19:30.2147 20:0
#3 (9.5,-3.3)                    
10 qid:201507131533110056 1:9.53455 2:3.27633 3:4.50099 4:1 5:0.197799 6:5.59853 7:5.1816 8:0.105396 9:3 10:3.33513 11:8.01393 12:7.80241 13:4.7376 14:142.613 15:21.6636 16:21.6636 17:10.1347 18:119.719 19:23.7188 20:0
#1 (9.5,-9.3)                    
9 qid:201507131533110056 1:9.53455 2:9.27633 3:7.0547 4:0 5:0.0236812 6:6.53354 7:2.6688 8:0.0399684 9:6.7082 10:3.33513 11:8.01393 12:6.32665 13:1.2624 14:168.49 15:21.6636 16:21.6636 17:5.68206 18:152.588 19:56.5881 20:0
#2 (9.5,-6.3)                    
8 qid:201507131533110056 1:9.53455 2:6.27633 3:6.21504 4:1 5:0.0466079 6:5.9728 7:0.331201 8:0.0609984 9:4.24264 10:3.33513 11:8.01393 12:6.43833 13:1.7376 14:164.343 15:21.6636 16:21.6636 17:7.64846 18:131.376 19:35.3761 20:0
#4 (9.5,-0.3)                    
7 qid:201507131533110056 1:9.53455 2:0.276334 3:4.45993 4:1 5:0.203667 6:3.04203 7:2.1816 8:0.479317 9:4.24264 10:3.33513 11:8.01393 12:9.9148 13:7.7376 14:128.702 15:21.6636 16:21.6636 17:12.8423 18:112.89 19:16.8902 20:0
#5 (9.5,2.7)                    
6 qid:201507131533110056 1:9.53455 2:2.72367 3:6.12561 4:1 5:0.0497611 6:2.27252 7:0.818404 8:0.661619 9:6.7082 10:3.33513 11:8.01393 12:12.3987 13:10.7376 14:120 15:21.6636 16:21.6636 17:15.6569 18:108.521 19:12.5208 20:0
