#101 (14.9,16.0)
20 qid:201507181727110029 1:14.9185 2:15.9678 3:5.54268 4:0 5:0.118527 6:12.0454 7:9.89056 8:9.0986e-06 9:3.16228 10:8.58789 11:28.1715 12:13.748 13:12.2037 14:117.418 15:14.9185 16:14.9185 17:10.1815 18:54.9517 19:32.9517 20:0
#100 (14.9,15.0)
19 qid:201507181727110029 1:14.9185 2:14.9678 3:5.71546 4:0 5:0.105943 6:12.8792 7:10.8906 8:1.7257e-06 9:2.23607 10:8.58789 11:28.1715 12:14.6429 13:13.2037 14:115.616 15:14.9185 16:14.9185 17:9.38612 18:51.3703 19:29.3703 20:0
#99 (14.9,14.0)
18 qid:201507181727110029 1:14.9185 2:13.9678 3:4.9648 4:0 5:0.149874 6:13.7352 7:11.8906 8:2.78914e-07 9:1.41421 10:8.58789 11:28.1715 12:15.5506 13:14.2037 14:114.023 15:14.9185 16:14.9185 17:8.63345 18:47.1258 19:25.1258 20:0
#85 (13.9,15.0)
17 qid:201507181727110029 1:13.9185 2:14.9678 3:5.16152 4:0 5:0.150608 6:12.3743 7:10.8906 8:4.78592e-06 9:2 10:8.58789 11:28.1715 12:14.2391 13:13.2037 14:111.985 15:14.9185 16:14.9185 17:8.78939 18:56.5794 19:34.5794 20:0
#69 (12.9,14.0)
17 qid:201507181727110029 1:12.9185 2:13.9678 3:3.82083 4:0 5:0.320732 6:12.8512 7:11.8906 8:1.82835e-06 9:1.41421 10:8.58789 11:28.1715 12:14.8492 13:14.2037 14:106.956 15:14.9185 16:14.9185 17:7.40573 18:58.8313 19:36.8313 20:0
#56 (11.9,16.0)
16 qid:201507181727110029 1:11.9185 2:15.9678 3:5.53246 4:0 5:0.135822 6:10.6227 7:9.89056 8:0.000120093 9:3.60555 10:8.58789 11:28.1715 12:12.65 13:12.2037 14:105.265 15:14.9185 16:14.9185 17:8.78206 18:71.4902 19:49.4902 20:0
#94 (14.9,9.0)
15 qid:201507181727110029 1:14.9185 2:8.96785 3:3.81611 4:0 5:0.314602 6:18.2362 7:16.8906 8:3.15999e-12 9:4.12311 10:8.58789 11:28.1715 12:20.2202 13:19.2037 14:108.245 15:14.9185 16:14.9185 17:6.05993 18:11.6334 19:10.3666 20:1
