#5 (15.8,-17.2)                    
11 qid:201507131520110031 1:15.8375 2:17.1826 3:2.69733 4:0 5:0.607172 6:15.6685 7:11.8322 8:2.95499e-09 9:3 10:8.09236 11:30.1734 12:15.1244 13:12.9908 14:120.803 15:16.8375 16:16.8375 17:5.54574 18:58.7739 19:3.77392 20:1
#6 (15.8,-14.2)                    
10 qid:201507131520110031 1:15.8375 2:14.1826 3:3.22861 4:0 5:0.513317 6:18.0089 7:1.6026 8:1.03042e-11 9:0 10:8.09236 11:30.1734 12:17.7677 13:15.9908 14:115.843 15:16.8375 16:16.8375 17:3.35171 18:30.4984 19:24.5016 20:1
#2 (12.8,-14.2)                    
9 qid:201507131520110031 1:12.8375 2:14.1826 3:5.03189 4:0 5:0.218512 6:15.0232 7:1.6026 8:1.47347e-08 9:3 10:8.09236 11:30.1734 12:16.68 13:15.9908 14:106.528 15:16.8375 16:16.8375 17:1.75941 18:95.8639 19:40.8639 20:0
#1 (12.8,-17.2)                    
8 qid:201507131520110031 1:12.8375 2:17.1826 3:3.48426 4:0 5:0.396426 6:13.8879 7:11.8322 8:2.02252e-07 9:4.24264 10:8.09236 11:30.1734 12:13.8303 13:12.9908 14:110.066 15:16.8375 16:16.8375 17:4.75571 18:92.1003 19:37.1003 20:0
#7 (15.8,-11.2)                    
5 qid:201507131520110031 1:15.8375 2:11.1826 3:0.985549 4:1 5:0.930897 6:17.9918 7:1.3974 8:5.66811e-12 9:3 10:8.09236 11:30.1734 12:20.5095 13:18.9908 14:112.187 15:16.8375 16:16.8375 17:3.11652 18:25.2432 19:80.2432 20:1
#3 (12.8,-11.2)                    
4 qid:201507131520110031 1:12.8375 2:11.1826 3:3.98337 4:1 5:0.370929 6:15.0027 7:1.3974 8:1.51321e-08 9:4.24264 10:8.09236 11:30.1734 12:19.5746 13:18.9908 14:104.029 15:16.8375 16:16.8375 17:1.2547 18:97.3113 19:152.311 20:0
#4 (12.8,-8.2)                    
2 qid:201507131520110031 1:12.8375 2:8.1826 3:4.94112 4:0 5:0.197453 6:15.5713 7:4.3974 8:3.77472e-09 9:6.7082 10:8.09236 11:30.1734 12:22.4969 13:21.9908 14:102.176 15:16.8375 16:16.8375 17:4.24888 18:92.2613 19:147.261 20:0
#8 (15.8,-8.2)                    
1 qid:201507131520110031 1:15.8375 2:8.1826 3:3.08524 4:0 5:0.470702 6:18.4686 7:4.3974 8:1.41404e-12 9:6 10:8.09236 11:30.1734 12:23.3149 13:21.9908 14:109.402 15:16.8375 16:16.8375 17:5.11776 18:56.8655 19:111.865 20:1
