10 qid:201507091601080029 1:-1.56414 2:14.5093 3:14.5093 4:-2.22845 5:16.6597 6:16.6597 7:11.926 8:12.39 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:57.2079 24:0 25:0 26:46.7945 27:0 28:0.0748186 29:0 30:0 31:1 32:6
5 qid:201507091601080029 1:-1.56414 2:14.5093 3:14.5093 4:-15.19 5:2.85346 6:2.85346 7:11.926 8:12.39 9:0 10:0 11:0 12:1 13:0 14:1 15:0 16:0 17:0 18:0.944924 19:141.525 20:0 21:0.347896 22:0 23:67.7501 24:0 25:0 26:56.7618 27:0 28:7.16932e-06 29:0 30:0 31:1 32:10
50 qid:201507091601080031 1:-2.26026 2:14.3463 3:14.3463 4:21.0867 5:29.2039 6:29.2039 7:12.6034 8:13.3975 9:0 10:0 11:0 12:0 13:0 14:0 15:1 16:0 17:0 18:1.23656 19:19.4021 20:0 21:0 22:0 23:67.4623 24:0 25:0 26:35.631 27:0 28:1.56806e-06 29:0 30:0 31:4 32:35
35 qid:201507091601080031 1:-2.26026 2:14.3463 3:14.3463 4:21.0867 5:29.2039 6:29.2039 7:12.6034 8:13.3975 9:0 10:0 11:0 12:0 13:0 14:1 15:0 16:0 17:0 18:0.156804 19:47 20:0 21:0 22:0 23:68.3501 24:0 25:0 26:35.631 27:0 28:1.56806e-06 29:0 30:0 31:4 32:35
25 qid:201507091601080031 1:-2.26026 2:14.3463 3:14.3463 4:21.0867 5:29.2039 6:29.2039 7:12.6034 8:13.3975 9:0 10:0 11:0 12:0 13:0 14:0 15:1 16:0 17:0 18:1.23993 19:72.1433 20:0 21:0.302386 22:0 23:68.4722 24:0 25:0 26:35.631 27:0 28:1.56806e-06 29:0 30:0 31:4 32:36
20 qid:201507091601080031 1:-2.26026 2:14.3463 3:14.3463 4:-11.6052 5:23.7119 6:23.7119 7:12.6034 8:13.3975 9:0 10:0 11:0 12:0 13:0 14:1 15:0 16:0 17:0 18:0.156804 19:47 20:0 21:0 22:0 23:68.3501 24:0 25:0 26:58.1586 27:0 28:3.86899e-07 29:0 30:0 31:1 32:6
20 qid:201507091601080031 1:-2.26026 2:14.3463 3:14.3463 4:15.5434 5:31.5 6:31.5 7:12.6034 8:13.3975 9:0 10:0 11:0 12:0 13:0 14:0 15:1 16:0 17:0 18:4.44678 19:118.677 20:0 21:0.302386 22:0 23:71.819 24:0 25:0 26:40.8166 27:0 28:3.07476e-05 29:0 30:0 31:3 32:29
20 qid:201507091601080031 1:-2.26026 2:14.3463 3:14.3463 4:8.51408 5:28.4356 6:28.4356 7:12.6034 8:13.3975 9:0 10:0 11:0 12:0 13:0 14:0 15:1 16:0 17:0 18:4.44678 19:118.677 20:0 21:0.302386 22:0 23:71.819 24:0 25:0 26:43.5506 27:0 28:0.0142771 29:0 30:0 31:3 32:27
15 qid:201507091601080031 1:-2.26026 2:14.3463 3:14.3463 4:-9.4742 5:23.1654 6:23.1654 7:12.6034 8:13.3975 9:0 10:0 11:0 12:0 13:0 14:0 15:1 16:0 17:0 18:2.27926 19:10.922 20:0 21:0 22:0 23:66.1622 24:0 25:0 26:55.9911 27:0 28:2.62338e-05 29:0 30:0 31:1 32:7
10 qid:201507091601080031 1:-2.26026 2:14.3463 3:14.3463 4:8.32389 5:-21.709 6:21.709 7:12.6034 8:13.3975 9:0 10:0 11:0 12:0 13:0 14:0 15:1 16:0 17:0 18:3.16324 19:103.024 20:0 21:0 22:0 23:68.0892 24:0 25:0 26:39.6477 27:0 28:0.000831102 29:0 30:0 31:4 32:38
10 qid:201507091601080031 1:-2.26026 2:14.3463 3:14.3463 4:9.54343 5:31.5 6:31.5 7:12.6034 8:13.3975 9:0 10:0 11:0 12:0 13:0 14:0 15:1 16:0 17:0 18:3.30751 19:132.899 20:0 21:0.302386 22:0 23:71.3755 24:0 25:0 26:44.8717 27:0 28:0.000248104 29:0 30:0 31:4 32:37
7 qid:201507091601080031 1:-2.26026 2:14.3463 3:14.3463 4:-15.19 5:2.85346 6:2.85346 7:12.6034 8:13.3975 9:0 10:0 11:0 12:1 13:0 14:1 15:0 16:0 17:0 18:0.944924 19:141.525 20:0 21:0.302386 22:0 23:67.7501 24:0 25:0 26:56.7618 27:0 28:0.000487773 29:0 30:0 31:1 32:8
7 qid:201507091601080031 1:-2.26026 2:14.3463 3:14.3463 4:-7.78142 5:-11.8571 6:11.8571 7:12.6034 8:13.3975 9:0 10:0 11:0 12:1 13:0 14:0 15:1 16:0 17:0 18:1.99015 19:155.884 20:0 21:0.302386 22:0 23:68.8169 24:0 25:0 26:50.6878 27:0 28:2.01499e-05 29:0 30:0 31:4 32:36
31 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:19.552 5:31.5 6:31.5 7:11.934 8:12.7659 9:1 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:68.2531 24:0 25:0 26:38.3922 27:0 28:1.04232e-06 29:0 30:0 31:4 32:34
30 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:19.552 5:31.5 6:31.5 7:11.934 8:12.7659 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:69.478 24:0 25:0 26:38.3922 27:0 28:1.04232e-06 29:0 30:0 31:4 32:34
29 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:19.552 5:31.5 6:31.5 7:11.934 8:12.7659 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:69.0525 24:0 25:0 26:38.3922 27:0 28:1.04232e-06 29:0 30:0 31:4 32:32
25 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:19.552 5:31.5 6:31.5 7:11.934 8:12.7659 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:69.2936 24:0 25:0 26:38.3922 27:0 28:1.04232e-06 29:0 30:0 31:4 32:31
15 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:-10.4922 5:29.3117 6:29.3117 7:11.934 8:12.7659 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:69.478 24:0 25:0 26:59.6856 27:0 28:8.17154e-06 29:0 30:0 31:1 32:9
12 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:7.55201 5:31.5 6:31.5 7:11.934 8:12.7659 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:65.5446 24:0 25:0 26:46.3111 27:0 28:0.000663711 29:0 30:0 31:2 32:13
10 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:-9.29578 5:26.8245 6:26.8245 7:11.934 8:12.7659 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:67.3667 24:0 25:0 26:57.4436 27:0 28:0.000264353 29:0 30:0 31:1 32:7
10 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:13.552 5:31.5 6:31.5 7:11.934 8:12.7659 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:67.0191 24:0 25:0 26:42.111 27:0 28:0.000331339 29:0 30:0 31:4 32:30
7 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:-9.30927 5:28.9501 6:28.9501 7:11.934 8:12.7659 9:1 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:68.2531 24:0 25:0 26:58.4781 27:0 28:7.78265e-05 29:0 30:0 31:1 32:9
5 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:-7.58235 5:23.15 6:23.15 7:11.934 8:12.7659 9:1 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:64.388 24:0 25:0 26:54.2679 27:0 28:0.0045066 29:0 30:0 31:1 32:7
5 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:-8.26909 5:24.5603 6:24.5603 7:11.934 8:12.7659 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:65.5446 24:0 25:0 26:55.4993 27:0 28:0.00198745 29:0 30:0 31:1 32:6
5 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:-8.22737 5:28.3503 6:28.3503 7:11.934 8:12.7659 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:67.0191 24:0 25:0 26:57.2412 27:0 28:0.000589443 29:0 30:0 31:1 32:9
1 qid:201507091617050037 1:-11.0163 2:23.5563 3:23.5563 4:-7.74408 5:22.318 6:22.318 7:11.934 8:12.7659 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:64.2452 24:0 25:0 26:54.0655 27:0 28:0.00293946 29:0 30:0 31:1 32:8
70 qid:201507091617050047 1:-10.4944 2:30.7998 3:30.7998 4:37.9714 5:18.6034 6:18.6034 7:12.2225 8:12.3201 9:0 10:0 11:0 12:1 13:0 14:0 15:0 16:1 17:0 18:16.1309 19:0.0738172 20:0 21:0.0815669 22:0 23:41.5279 24:0 25:0 26:18.9351 27:0 28:7.76403e-24 29:0 30:0 31:4 32:51
69 qid:201507091617050047 1:-10.4944 2:30.7998 3:30.7998 4:35.9714 5:18.6034 6:18.6034 7:12.2225 8:12.3201 9:0 10:0 11:0 12:1 13:0 14:0 15:0 16:1 17:0 18:14.1309 19:0.0842649 20:0 21:0.0815669 22:0 23:42.8672 24:0 25:0 26:19.4075 27:0 28:2.07006e-20 29:0 30:0 31:4 32:48
30 qid:201507091617050047 1:-10.4944 2:30.7998 3:30.7998 4:25.2435 5:31.3314 6:31.3314 7:12.2225 8:12.3201 9:0 10:0 11:0 12:1 13:0 14:0 15:0 16:1 17:0 18:16.1309 19:0.0738172 20:0 21:0.0815669 22:0 23:41.5279 24:0 25:0 26:35.2977 27:0 28:5.39199e-14 29:0 30:0 31:1 32:24
28 qid:201507091617050047 1:-10.4944 2:30.7998 3:30.7998 4:23.2435 5:31.3314 6:31.3314 7:12.2225 8:12.3201 9:0 10:0 11:0 12:1 13:0 14:0 15:0 16:1 17:0 18:14.1309 19:0.0842649 20:0 21:0.0815669 22:0 23:42.8672 24:0 25:0 26:36.2623 27:0 28:1.30247e-11 29:0 30:0 31:1 32:21
10 qid:201507091617050047 1:-10.4944 2:30.7998 3:30.7998 4:-8.29746 5:32.8464 6:32.8464 7:12.2225 8:12.3201 9:1 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:69.1029 24:0 25:0 26:59.6546 27:0 28:0.0294781 29:0 30:0 31:1 32:6
8 qid:201507091617050047 1:-10.4944 2:30.7998 3:30.7998 4:-10.1522 5:32.0121 6:32.0121 7:12.2225 8:12.3201 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:70.3568 24:0 25:0 26:60.7678 27:0 28:0.0161265 29:0 30:0 31:1 32:4
1 qid:201507091617050047 1:-10.4944 2:30.7998 3:30.7998 4:-7.5758 5:31.6802 6:31.6802 7:12.2225 8:12.3201 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:67.9171 24:0 25:0 26:58.4129 27:0 28:0.108807 29:0 30:0 31:1 32:6
0 qid:201507091617050047 1:-10.4944 2:30.7998 3:30.7998 4:-8.82787 5:28.5882 6:28.5882 7:12.2225 8:12.3201 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0.1064 23:67.6638 24:0 25:0 26:57.8807 27:0 28:0.238509 29:0 30:0 31:1 32:4
50 qid:201507091700100059 1:12.2162 2:31.9227 3:31.9227 4:31.3431 5:20.2153 6:20.2153 7:15.0558 8:14.7539 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:46.8915 24:0 25:0 26:22.6235 27:0 28:2.10937e-10 29:0 30:0 31:4 32:34
49 qid:201507091700100059 1:12.2162 2:31.9227 3:31.9227 4:31.4336 5:21.0731 6:21.0731 7:15.0558 8:14.7539 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:47.3958 24:0 25:0 26:23.354 27:0 28:1.21841e-10 29:0 30:0 31:4 32:35
47 qid:201507091700100059 1:12.2162 2:31.9227 3:31.9227 4:31.3431 5:20.2153 6:20.2153 7:15.0558 8:14.7539 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:46.8915 24:0 25:0 26:22.6235 27:0 28:2.10937e-10 29:0 30:0 31:4 32:34
20 qid:201507091700100059 1:12.2162 2:31.9227 3:31.9227 4:17.3145 5:30.9967 6:30.9967 7:15.0558 8:14.7539 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:46.8915 24:0 25:0 26:39.3158 27:0 28:0.00355685 29:0 30:0 31:1 32:7
19 qid:201507091700100059 1:12.2162 2:31.9227 3:31.9227 4:17.4051 5:31.8545 6:31.8545 7:15.0558 8:14.7539 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:47.3958 24:0 25:0 26:39.9409 27:0 28:0.00161699 29:0 30:0 31:1 32:8
12 qid:201507091700100059 1:12.2162 2:31.9227 3:31.9227 4:15.3381 5:32.0153 6:32.0153 7:15.0558 8:14.7539 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:49.0509 24:0 25:0 26:41.3452 27:0 28:0.0105651 29:0 30:0 31:1 32:3
10 qid:201507091700100059 1:12.2162 2:31.9227 3:31.9227 4:27.139 5:23.2231 6:23.2231 7:15.0558 8:14.7539 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:50.0155 24:0 25:0 26:27.3048 27:0 28:7.29021e-07 29:0 30:0 31:4 32:32
10 qid:201507091700100059 1:12.2162 2:31.9227 3:31.9227 4:29.8536 5:22.765 6:22.765 7:15.0558 8:14.7539 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:48.3296 24:0 25:0 26:25.5711 27:0 28:2.61076e-09 29:0 30:0 31:4 32:31
5 qid:201507091700100059 1:12.2162 2:31.9227 3:31.9227 4:13.732 5:31.9715 6:31.9715 7:15.0558 8:14.7539 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:50.2507 24:0 25:0 26:42.3466 27:0 28:0.0328923 29:0 30:0 31:1 32:1
5 qid:201507091700100059 1:12.2162 2:31.9227 3:31.9227 4:15.6842 5:30.7456 6:30.7456 7:15.0558 8:14.7539 9:1 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:47.9656 24:0 25:0 26:40.1466 27:0 28:0.0215959 29:0 30:0 31:1 32:4
-5 qid:201507091700100059 1:12.2162 2:31.9227 3:31.9227 4:22.5741 5:27.6006 6:27.6006 7:15.0558 8:14.7539 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:52.261 24:0 25:0 26:33.4662 27:0 28:1.35078e-05 29:0 30:0 31:4 32:28
90 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:38.6592 5:-6.18913 6:6.18913 7:28.5588 8:28.2659 9:1 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:32.3326 24:0 25:0 26:6.80995 27:1 28:4.46789e-09 29:0 30:0 31:4 32:45
90 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:43.7013 5:14.7366 6:14.7366 7:28.5588 8:28.2659 9:1 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:33.9889 24:0 25:0 26:14.9001 27:0 28:2.24468e-09 29:0 30:0 31:4 32:34
50 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:44.1692 5:10.1376 6:10.1376 7:28.5588 8:28.2659 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:30.7118 24:0 25:0 26:10.4831 27:1 28:1.378e-11 29:0 30:0 31:4 32:38
40 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:38.6592 5:-6.18913 6:6.18913 7:28.5588 8:28.2659 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:34.5084 24:0 25:0 26:6.80995 27:1 28:4.46789e-09 29:0 30:0 31:4 32:46
35 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:33.4757 5:26.1432 6:26.1432 7:28.5588 8:28.2659 9:1 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:32.3326 24:0 25:0 26:27.347 27:0 28:0.00057736 29:0 30:0 31:1 32:9
30 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:31.6193 5:26.8186 6:26.8186 7:28.5588 8:28.2659 9:1 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:33.9889 24:0 25:0 26:28.5809 27:0 28:0.00105094 29:0 30:0 31:1 32:7
30 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:42.5432 5:19.5298 6:19.5298 7:28.5588 8:28.2659 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:37.746 24:0 25:0 26:19.5576 27:0 28:6.87109e-08 29:0 30:0 31:4 32:32
20 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:44.6933 5:13.8661 6:13.8661 7:28.5588 8:28.2659 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:33.6052 24:0 25:0 26:14.229 27:0 28:1.06907e-10 29:0 30:0 31:4 32:39
15 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:35.3343 5:25.4668 6:25.4668 7:28.5588 8:28.2659 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:30.7118 24:0 25:0 26:26.2025 27:0 28:0.000213716 29:0 30:0 31:1 32:11
10 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:30.1947 5:27.8177 6:27.8177 7:28.5588 8:28.2659 9:1 10:1 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:35.656 24:0 25:0 26:30.0272 27:0 28:0.0026702 29:0 30:0 31:1 32:6
10 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:29.6037 5:-4.49317 6:4.49317 7:28.5588 8:28.2659 9:0 10:0 11:0 12:1 13:0 14:0 15:1 16:0 17:0 18:1.52456 19:127.024 20:0 21:0.196908 22:0 23:33.5116 24:0 25:0 26:12.7165 27:0 28:0.0023772 29:0 30:0 31:4 32:32
5 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:15.721 5:-8.33168 6:8.33168 7:28.5588 8:28.2659 9:0 10:0 11:0 12:1 13:0 14:0 15:1 16:0 17:0 18:1.52456 19:127.024 20:0 21:0.196908 22:0 23:33.5116 24:0 25:0 26:27.0919 27:0 28:0.00420328 29:0 30:0 31:4 32:27
5 qid:201507091700100079 1:26.877 2:28.7848 3:28.7848 4:23.4103 5:16.6378 6:16.6378 7:28.5588 8:28.2659 9:0 10:0 11:0 12:1 13:0 14:0 15:1 16:0 17:0 18:1.52456 19:127.024 20:0 21:0.196908 22:0 23:33.5116 24:0 25:0 26:24.5775 27:0 28:0.133648 29:0 30:0 31:1 32:7
