1,0
1,0
1,-0.012957726336274756
2,0
2,0
2,-0.001747085833133694
3,0
3,0
3,-0.00814550813811851
4,0
4,0
4,-0.013710977882140214
5,0
5,0
5,-0.005169347808063809
6,0
6,0
6,-0.06401771387308677
7,0
7,0
7,-0.01854951612932937
8,0
8,0
8,-0.03459936154161671
9,0
9,0
9,-0.02014346175333465
10,0
10,0
10,-0.0012308137497671267
11,0
11,0
11,-0.051932393811516625
12,0
12,0
12,-2.87265926103725e-05
13,0
13,0
13,-0.022693961261775062
14,0
14,0
14,-0.05680331788262101
15,0
15,0
15,-0.1
16,0
16,0
16,-0.09279868108881723
17,0
17,0
17,-0.09827140254178357
18,0
18,0
18,-0.1
19,0
19,0
19,-0.1
20,0
20,0
20,-0.09674227735674781
21,0
21,0
21,-0.03867986693011259
22,0
22,0
22,-0.014268833735398804
23,0
23,0
23,-0.01506989103526538
24,0
24,0
24,-4.748170758031949e-05
25,0
25,0
25,-0.0001954026262644298
26,0
26,0
26,-0.008864250457650566
27,0
27,0
27,-0.010191774519926521
28,0
28,0
28,-0.02630109673353372
29,0
29,0
29,-0.1
30,0
30,0
30,-0.1
31,0
31,0
31,-0.1
32,0
32,0
32,-0.1
33,0
33,0
33,-0.04421273064889952
34,0
34,0
34,-0.1
35,0
35,0
35,-0.09072833088674387
36,0
36,0
36,-0.019343159361695256
37,0
37,0
37,-0.1
38,0
38,0
38,-0.1
39,0
39,0
39,-0.07384316986888904
40,0
40,0
40,-0.1
41,0
41,0
41,-0.03901513048693262
42,0
42,0
42,-0.1
43,0
43,0
43,-0.1
44,0
44,0
44,-0.07057435834272015
45,0
45,0
45,-0.0013459078614044544
46,0
46,0
46,-0.013759178922051474
47,0
47,0
47,-1.2476235573411893e-05
48,0
48,0
48,-0.0027316810900377625
49,0
49,0
49,-0.0018311470770588974
50,0
50,0
50,-0.03427419301595167
51,0
51,0
51,-0.016779912557805168
52,0
52,0
52,-0.04266934993923732
53,0
53,0
53,-0.0003615194097414727
54,0
54,0
54,-0.0005081809685482454
55,0
55,0
55,-0.01185688518996016
56,0
56,0
56,-0.06279096825133522
57,0
57,0
57,-0.05443468648017329
58,0
58,0
58,-0.0004877315423615275
59,0
59,0
59,-0.011246327643801797
60,0
60,0
60,-0.00036662507707112263
61,0
61,0
61,-0.003160754126100323
62,0
62,0
62,-0.000959917642825906
63,0
63,0
63,-0.0009660141946588231
64,0
64,0
64,-3.65089136072059e-05
65,0
65,0
65,-0.0010751098016905862
66,0
66,0
66,-0.029048706061300302
67,0
67,0
67,-0.006063439132173231
68,0
68,0
68,-0.0056158268825923984
69,0
69,0
69,-0.02561944109810434
70,0
70,0
70,-0.07361345470226803
71,0
71,0
71,-0.0009683839144794609
72,0
72,0
72,-0.00017609897358739372
73,0
73,0
73,-0.00837502659362787
74,0
74,0
74,-0.0019435397282658023
75,0
75,0
75,-0.0002626790337846815
76,0
76,0
76,-0.0004989766360110368
77,0
77,0
77,-0.0003428267230577423
78,0
78,0
78,-0.013530372546606068
79,0
79,0
79,-0.016399680033945076
80,0
80,0
80,-0.0011694854680390997
81,0
81,0
81,-0.004845545264615283
82,0
82,0
82,-0.0005085541445381586
83,0
83,0
83,-1.0632162078694548e-06
84,0
84,0
84,-0.0004883376501273191
85,0
85,0
85,-0.008901821896973068
86,0
86,0
86,-0.05467620853477913
87,0
87,0
87,-0.04002341255152093
88,0
88,0
88,-0.042262449110950666
89,0
89,0
89,-0.0035651083962747175
90,0
90,0
90,-0.02940519282694043
91,0
91,0
91,-0.02327605689953158
92,0
92,0
92,-0.0025148326950902955
93,0
93,0
93,-0.00023942625935501443
94,0
94,0
94,-0.002694322611220013
95,0
95,0
95,-5.328605648976896e-05
96,0
96,0
96,-0.03528188070281632
97,0
97,0
97,-0.020455921785932044
98,0
98,0
98,-0.00024046961218990965
99,0
99,0
99,-0.010672618837739532
100,0
100,0
100,-0.05891564945246322
101,0
101,0
